ts_code,concept,business,q_np_change
002131.SZ,"医疗器械,区块链,海绵城市,字节概念,创投,独角兽,基因测序,口罩,新能源车,长江三角,水利建设,智能机器,网红直播,其他互联网服务,快手概念",机械制造业务和数字营销业务,10.20%
601366.SH,"电商概念,新零售,社区团购,百货","从事以百货、超市和电器为核心主业的零售连锁业务,和以城市物流中心为辅的品牌代理和商业物流业务。",102.80%
603629.SH,"电子元件,OLED",应用于液晶电视等液晶显示领域的精密金属结构件、电子元器件的设计、生产、销售,5.20%
300296.SZ,"创业成份,半导体,LED,增强现实,氮化镓,军工,虚拟现实,创业板综,超清视频,华为概念,显示器件,MiniLED,OLED,MicroLED,小米概念",智能显示及显示外延应用业务夜游经济、文旅新业态、VR体验。,1568.70%
688135.SH,"国产芯片,集成电路,次新股",集成电路测试方案开发、12英寸及8英寸晶圆测试服务、芯片成品测试服务以及与集成电路测试相关的配套服务,116.90%
601008.SH,"长江三角,一带一路,港口,RCEP概念","主要从事港区内货物装卸、仓储管理等,经营的货种主要有大宗煤炭、焦炭、有色矿、钢铁、氧化铝、水泥、胶合板、粮食、机械设备等。",198.60%
600186.SH,"健康中国,调味品,人造肉",生物工程的科研与开发;味精和调味品的生产及销售;热力、电力的生产及销售;小麦蛋白(谷朊粉)、等级面粉、麦芽糖的生产与销售;环保产品、氨基酸、饲料的生产与销售。,29.90%
688113.SH,"其他专用机械,次新股,新能源车","动力系统智能测试装备的研发、制造和销售,以及提供动力系统测试验证服务",9432.00%
002921.SZ,"股权激励,汽车零部件",精密机械零部件的研发设计和生产制造,75.30%
002036.SZ,"国产芯片,屏下摄像,创投,无线耳机,无人机,无人驾驶,特斯拉,增强现实,虚拟现实,超清视频,华为概念,光学元件,无线充电,华为汽车,OLED,智能穿戴,3D摄像头","从事研发,生产及销售为智能手机,平板电脑,运动相机,智能驾驶,智能家居,VR/AR等配套的光学镜头,摄像模组及触控显示一体化等关键光学,光电子产品的高新技术企业,并发起设立集成电路产业基金,投资集成电路产业",100.00%
300343.SZ,"氟化工,降解塑料,创业板综,化学新材料,消毒剂,新材料",新兴互联网及相关服务行业和化学原料、化学制品制造,140.30%
600363.SH,"LED,全息技术,虚拟现实,超导概念,军工,华为概念,OLED,航天概念",光电器件、继电器、光电线缆、通信终端及系统设备、计算机应用服务及软件等。,234.90%
300545.SZ,"国产芯片,独角兽,半导体,其他专用机械,创业板综,苹果概念,深圳特区,超清视频,华为概念,OLED","电子专用设备与解决方案供应商,产品主要为平板显示模组组装设备。",-84.70%
605060.SH,"其他通用机械,次新股","高精度机械零部件以及精密型腔模产品的研发,设计,生产和销售,提供从铸造到精加工的一站式服务",-1.20%
002394.SZ,"口罩,一带一路,长江三角,棉纺",生产销售色织布、服装、纺织品,103.60%
300691.SZ,"股权激励,智能家居,创业板综,超清视频,华为概念,光学元件,国家安防,屏下摄像,无人机","为市场提供高端光学镜头产品及其应用解决方案,专业从事光学镜头及镜头相关光电器件的研发、设计、生产和销售",226.50%
003022.SZ,"降解塑料,化学新材料,次新股,太阳能,新材料",公司是一家从事先进高分子材料及特种化学品的研发、生产与销售的高新技术企业。,178.70%
002250.SZ,"长江三角,农药",为精细化学高级中间体的研发、生产和销售。,338.40%
600513.SH,"病毒防治,化学制剂,超级真菌,长江三角,地塞米松,化妆品概念",化学药品的研发、生产及销售,20.60%
600167.SH,"东北振兴,其他发电,节能环保",供热、供水、房屋租赁、市政建设、工程施工、物业管理。,-11.80%
603006.SH,"长江三角,冷链物流,特斯拉,汽车零部件",汽车车身零部件业务和物流服务业务,238.50%
688300.SH,"非金属新材料,5G概念,PCB",硅微粉的研发、生产和销售,121.60%
603797.SH,"节能环保,环保",主要从事城镇污水处理设施的投资、建设和运营管理业务,11.20%
688518.SH,"其他专用机械,新能源车,深圳特区,华为概念,次新股,锂电池",从事精密激光焊接机及激光焊接自动化成套设备的研发、生产、销售,-19.50%
000697.SZ,"小金属,航空装备,军工,无人机",制造加工各种航空器相关精密零部件、结构件等,-84.40%
603719.SH,"抖音小店,电商概念,新零售,社区团购,食品综合",公司主要从事休闲食品的研发、采购、销售和运营业务,23.40%
002706.SZ,"充电桩,物联网,智能家居,华为概念,风能,其他电气设备",终端电器、配电电器、控制电器等三大类低压电器产品的研发、生产和销售,40.80%
600249.SH,"化妆品概念,日用化学品","牙膏、发用化妆品、香皂、膏霜、香水类、牙刷、旅游用品、家用卫生用品、包装用品生产、销售,纸品加工,牙膏原材料生产、销售。",224.30%
601880.SH,"区块链,一带一路,港口,RCEP概念",油品/液体化工品码头及相关物流业务、集装箱码头及相关物流业务、汽车码头及相关物流业务、矿石码头及相关物流业务、杂货码头及相关物流业务、散粮码头及相关物流业务、客运滚装码头及相关物流业务、港口增值及支持业务等。,103.80%
600739.SH,"创投,生物疫苗,贸易,油气设服",医药医疗、金融投资、供应链服务(贸易)和能源开发四大业务板块,431.90%
600758.SH,"煤炭开采洗选,氢能源,东北振兴,风能,碳交易","煤炭、电力的生产和销售,城市供暖及提供工业蒸汽",130.80%
600099.SH,"其他通用机械,长江三角",特种车辆(全地形车)、摩托车、农业机械、消防机械等及以上产品配件的制造和销售。,181.90%
601222.SH,"区块链,物联网,智能电网,光伏建筑一体化,太阳能,虚拟电厂,新能源,养老金,电气仪表","智能电表、用电信息采集终端、用电信息管理系统及AMI(先进计量体系架构)解决方案、低压智能断路器、智能配电产品及相关解决方案、电力运维服务、微电网及储能系统、电力物联网智能终端及解决方案;开发、投资、设计、建设、运营及服务各类分布式光伏电站;综合能源服务业务,该业务板块依托林洋智慧能效管理云平台,为用户提供定制的一站式综合能源服务解决方案",55.80%
603669.SH,"化学制剂",化药处方药的研发、生产和销售.,5.40%
601966.SH,"轮胎","公司主营业务为汽车轮胎设计、开发、制造和销售,主要产品分为全钢子午线轮胎、半钢子午线轮胎等3,000多个规格品种,广泛应用于乘用车、商用车、工程机械等。公司已形成以“玲珑”、“山玲”、“利”、“BENCHMARK”、“INFINITY”等多个品牌。公司顺应低碳经济和绿色制造潮流,形成低滚动阻力系列、环保系列、跑气保用系列、雪地轮胎系列、低噪声系列、抗湿滑系列等六大产品群。",35.80%
600231.SH,"普钢,页岩气,基本金属,东北振兴","冶金产品生产、经营、开发,黑色金属矿石开采、洗选及深加工",5365.10%
002884.SZ,"其他通用机械,水利建设,养老金",民用离心泵的研发、设计、生产及销售,50.00%
600480.SH,"铁路基建,特斯拉,军工,新能源车,燃料电池,京津冀,雄安新区,汽车零部件",生产销售汽车金属及塑料零部件、塑料管道系统及其他产品。,170.70%
688588.SH,"互联金融,大数据,其他软件服务,次新股,云计算,人工智能",为金融行业提供定制软件开发服务及应用软件解决方案,16.20%
300125.SZ,"太阳能,工业大麻,其他电气设备,创业板综",光伏发电、商业保理、裸眼3D、工业大麻业务及其他营运管理,-200.90%
688667.SH,"新能源车,次新股,消费电子设备","公司为汽车动力电子控制系统提供商,主营业务包括汽车发动机管理系统、摩托车发动机管理系统、纯电动汽车动力电子控制系统、混合动力汽车动力电子控制系统的研发、生产、销售和技术服务",139.00%
600285.SH,"中药生产,中药",药品的研发、生产和销售。,21.60%
002717.SZ,"字节概念,环保,乡村振兴,虚拟现实,粤港自贸,水利建设,农业种植,雄安新区,网红直播","园林工程施工、景观规划设计、绿化养护及苗木产销,水利工程业务",101.20%
000524.SZ,"电商概念,酒店,免税概念,粤港自贸,在线旅游",经营旅馆业、餐饮业、场地出租等。,4.20%
002600.SZ,"电子元件,富士康,无线耳机,新能源车,苹果概念,稀土永磁,华为概念,无线充电,超清视频,5G概念,小米概念,新材料",新型电子元器件、手机及电脑配件的生产和销售。,40.60%
601003.SH,"养老概念,普钢,养老金","烧结、炼铁、炼钢及其副产品的销售,钢材轧制、加工及其副产品的销售;炼焦及其副产品的销售。",307.00%
000528.SZ,"一带一路,工程机械",装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机、矿用卡车、高空作业平台、桩工机械等工程机械及配件的研发、生产、销售、服务、融资租赁业务,222.40%
603368.SH,"医药商业,电商概念,冷链物流,互联医疗,疫苗冷链,中药",药械的批发与零售业务,11.40%
600470.SH,"煤化工,化工原料,磷肥",化肥(含氮肥、磷肥、钾肥)、肥料(含复合肥料、复混肥料、有机肥料及微生物肥料)、化学制品(含精制磷酸、磷酸盐)、化学原料的生产加工和销售。公司是华东地区规模最大的磷复肥和磷化工一体化专业制造企业。,2445.90%
300835.SZ,"磁性材料,新材料,创业板综,次新股,石墨烯,稀土永磁",主要从事永磁铁氧体新型功能材料的研发、生产和销售。,208.30%
002726.SZ,"冷链物流,肉制品,猪肉概念,社区团购,网红直播","从事生猪养殖,生猪屠宰,冷鲜肉、冷冻肉、熟食制品(中式卤肉制品、低温肉制品)的生产加工及销售。",60.40%
605086.SH,"非金属新材料,次新股","高岭土的采选、加工和销售,以及相关技术研发业务",124.20%
600853.SH,"路桥建设,一带一路,生态农业,东北振兴",公路桥梁施工建设。,79.10%
601188.SH,"高速公路,东北振兴","公司主营业务范围是投资、开发、建设和经营管理收费公路,销售机械设备及配件、机电产品、建筑材料,设计、制作、代理、发布国内各类广告,货物(或技术)进出口(国家禁止的项目除外,国营贸易管理或国家限制项目取得授权或许可后方可经营),公路养护服务,园林绿化(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",332.40%
002750.SZ,"工业大麻,中药生产,中药","医药制造业,从事现代中药及特色化学仿制药的研发、生产与销售",103.40%
600388.SH,"垃圾分类,低碳冶金,节能环保,环保设备","专注于大气污染控制领域环保产品的研究、开发、设计、制造、安装、调试、运营,主营除尘、脱硫、脱硝、电控装置、物料输送等五大系列产品",187.50%
300883.SZ,"造纸,次新股,创业板综",专业从事瓦楞纸箱、纸板的研发、设计、生产和销售,-10.60%
603686.SH,"垃圾分类,新能源车,环保设备,节能环保","环卫清洁装备、垃圾收转装备等环卫装备的研发、生产与销售,以及环卫产业运营服务。",50.90%
002601.SZ,"其他化学制品,钛白粉",从事钛白粉、锆制品和硫酸铝等产品的生产与销售。,20.30%
002671.SZ,"其他建材,壳资源,核能核电,水利建设",预应力钢筒混凝土管(PCCP)、预应力混凝土管(PCP)、钢筋混凝土排水管(RCP)的生产、销售、安装及售后服务。,103.00%
688078.SH,"行业应用软件,工业互联,国产软件","是以自主研发的专业地理信息系统平台为基础,利用物联网、大数据、云计算等技术,为煤炭工业的安全生产、智能开采提供工业应用软件及全业务流程信息化整体解决方案;为政府应急和安全监管部门、科研院所、安全生产服务机构、工业园区、高危行业企业提供现代信息技术与安全生产深度融合的智能应急、智慧安监整体解决方案",394.10%
688055.SH,"国产芯片,电子设备制造,次新股,MiniLED","薄膜晶体管液晶显示器(TFT-LCD)的研发、生产与销售,公司产品主要应用于笔记本电脑、手机、车载和工控显示系统等终端产品",1051.10%
600630.SH,"病毒防治,沪企改革,新零售,服装,长江三角,进口博览,上海自贸,网红直播","纺织品制造业,针织、家用纺织品、服装服饰及纺织品印染。",105.90%
600592.SH,"铁路基建,军民融合,军工,基础件,航天概念",生产、经营关节轴承、深沟球轴承、AG轴承、精密圆锥滚子轴承和汽车零部件等机械基础件、配套件产品 。,720.80%
002442.SZ,"煤化工,氟化工,新能源车,京津冀,其他化学制品",炭黑、白炭黑及煤焦油制品的生产和销售,7619.40%
603003.SH,"独角兽,大数据,工业大麻,数据中心,云计算,金属制品",大宗商品贸易(包括油品贸易和有色金属贸易)和数据中心(IDC)业务,113.40%
600491.SH,"长江三角,其他基础建设,军工",建筑施工业务、基础设施建设投资业务、运营管理业务和钢结构装配式业务。,-3.50%
300105.SZ,"其他通用机械,创业板综,节能环保,碳交易",包括节油点火业务、低氮燃烧业务、电站节能业务、锅炉综合改造业务等,67.50%
002682.SZ,"充电桩,垃圾分类,ETC,电商概念,冷链物流,汽车服务,新能源车,天然气,疫苗冷链",从事现代物流(含沥青供应链)、汽车制造及销售与服务、汽车客运及站务服务、成品油及天然气销售等业务。,153.10%
300263.SZ,"核污染防治,半导体,环保,军民融合,海工装备,军工,创业板综,尾气治理,大飞机,OLED,节能环保,地热能,新材料",从事传热节能产品的研发、生产及销售;环保水处理产品及服务;靶材等新材料的研发、生产、销售;国防军工新材料的研发、生产及销售。,103.90%
601012.SH,"特斯拉,HIT电池,氢能源,光伏建筑一体化,太阳能","单晶硅棒、硅片、电池和组件的研发、生产和销售,以及光伏电站的开发业务",37.50%
002363.SZ,"军工,特斯拉,智能机器,汽车零部件",生产、销售制动毂、制动盘、刹车片。,-12.90%
300752.SZ,"高送转,创业板综,深圳特区,华为概念,MiniLED,5G概念,小米概念,显示器件",背光显示模组的研发、生产和销售,-958.20%
000998.SZ,"创投,乡村振兴,转基因,种子,农业种植","以杂交水稻、蔬菜为主的高科技农作物种子、种苗的培育、繁殖、推广和销售,新型农药的研制、生产、销售。",115.90%
300680.SZ,"北斗导航,军工,新能源车,创业板综,燃料电池,节能环保,汽车零部件",发动机废气再循环(EGR)系统的研发、生产与销售,548.30%
603766.SH,"摩托车,军工,新能源车,通用航空,地摊经济,无人机",发动机、摩托车、发电机组、四轮低速电动车、汽车零部件等业务,91.10%
300534.SZ,"中药生产,创业板综,中药",医药产品、医疗产品、保健卫生产品的研究开发;中成药、保健食品、原料药的生产和销售。目前共有滴丸剂、片剂、硬胶囊剂、膜剂4种剂型。,-339.30%
000912.SZ,"煤化工,氮肥,尾气治理,成渝特区,化工原料","尿素、复合肥等化肥类产品,液氨、甲醇、二甲醚、稀硝酸系列、浓硝酸、液体硝酸铵以及四氧化二氮等化工类产品。",-14.30%
000568.SZ,"白酒,成渝特区,农业种植,超级品牌",泸州老窖系列酒的生产、销售。,25.90%
600727.SH,"钛白粉,磷肥",磷铵、三元素、水泥、溴素、液碱等产品的生产和销售。,396.60%
600789.SH,"病毒防治,阿兹海默,流感,超级真菌,化学制剂",主要从事医药产品的研发、生产和销售等业务。,1055.10%
600223.SH,"医疗美容,流感,养老概念,房地产开发,化妆品概念",房地产开发与经营。,39.30%
000726.SZ,"土地流转,乡村振兴,口罩,新零售,生物疫苗,电商概念,农业种植,棉纺",生产销售棉涤纶纱、色织布、衬衣、服装饰品、保健内衣等纺织品及配套系列产品。,-85.00%
000830.SZ,"煤化工,氮肥,乡村振兴,有机硅,生态农业,消毒剂,化工原料",化工产业和化工工程产业,38343.20%
600783.SH,"创投,军民融合,非金属新材料",磨料、磨具、硅碳棒、砂纸及柠檬酸产品的生产和销售。,-11.70%
002088.SZ,"耐火材料,新材料",从事陶瓷纤维、玄武岩纤维、轻质莫来石砖等节能环保材料的研发、生产、销售及施工业务。,165.30%
600784.SH,"综合,太阳能","盐业,粉末冶金",318.60%
600663.SH,"园区开发,创投,上海自贸",房地产投资开发运营商,18.20%
002813.SZ,"无人驾驶,北斗导航,胎压监测,百度概念,深圳特区,阿里概念,车联网,汽车零部件",公司主要从事汽车车载导航系统的开发、生产、销售及服务;主要产品为汽车车载数码导航信息系统。,105.90%
688156.SH,"节能环保,次新股,环保","公司为致力于高含水废弃物领域技术研发及产业化应用的高新技术企业,专注于河湖淤泥、工程泥浆及工业糟渣等高含水废弃物的处理,运用自主研发的泥浆脱水固结一体化、有机糟渣微生物固态发酵等核心技术体系,形成特有的创新型环保技术装备与系统,以工厂化方式高效能地实现了高含水废弃物减量化、无害化、稳定化处理与资源化利用。",165.60%
300555.SZ,"通信传输设备,物联网,创业板综,壳资源,5G概念,广电,量子通信",网络传输系统、智慧物联应用和相关技术服务,113.90%
601699.SH,"煤炭开采洗选,稀缺资源",原煤开采、煤炭洗选、煤焦冶炼;洁净煤技术的开发与利用;煤层气开发;煤炭的综合利用、地质勘探等。,114.60%
002788.SZ,"医药商业,医疗器械,冷链物流,疫苗冷链",药品、中药饮片、医疗器械、疫苗等分销及医药零售连锁,31.50%
002128.SZ,"煤化工,煤炭开采洗选,稀缺资源,基本金属,太阳能,风能",包括煤炭和铝、电业务等。,9.50%
002617.SZ,"半导体,蓝宝石,新能源车,第三代半导体,智能电网,地摊经济,太阳能,碳化硅,5G概念,电线电缆,锂电池",主要从事漆包线、机电、蓝宝石和新能源汽车业务的生产、销售。,-145.90%
300757.SZ,"其他专用机械,边缘计算,创业板综,HIT电池,工业互联",研制高端自动化装备和基于工业互联网技术的智能制造执行系统软件,809.40%
002293.SZ,"互联金融,电商概念,二胎概念,新零售,智能家居,长江三角,网红直播,家纺",生产销售家用纺织品、酒店纺织品、鞋帽。,154.30%
605289.SH,"专业工程,次新股",景观照明整体规划和深化设计、景观照明工程的施工以及远程集控管理等景观照明其他服务,52.50%
000735.SZ,"土地流转,乡村振兴,体育产业,冷链物流,猪肉概念,养殖","大农业、房地产业务、教育业务,其中以大农业为主,以房地产业务、教育产业为辅。",153.60%
002114.SZ,"基本金属,铅锌,水利建设,小金属",锌冶炼及锌产品加工、铅锌矿石采选、水力发电、资源综合利用和产品深加工项目。公司拥有铅锌矿开采、水力发电、锌冶炼及锌产品深加工相结合的主导产品产业链,111.00%
688619.SH,"智慧城市,军工,边缘计算,其他软件服务,次新股,人工智能,国家安防,养老金",社会安全系统解决方案设计实施、软硬件设计开发、产品销售及运维服务业务,85.20%
002793.SZ,"医疗器械,辅助生殖,化学原料药,流感",医药产品的研发、生产和销售,52.50%
603829.SH,"智能电网,其他输变电设备",断路器关键部件、附件、零部件及其他输配电开关设备配套产品的研发、生产和销售,549.60%
600876.SH,"玻璃,太阳能","主要从事浮法玻璃的研发、生产和销售业务的中国公司。该公司的主要产品为超薄电子玻璃基板、光电玻璃、普通玻璃和硅砂。该公司的产品主要应用于扭曲向列型液晶显示器(TN-LCD)、超扭曲向列型液晶显示器(STN-LCD)及有机发光显示器(OLED)等各类显示屏,以及触摸屏的触控模组及视窗防护屏中。该公司的产品主要销往中国国内。",72470.10%
603993.SH,"小金属,稀缺资源,基本金属,黄金概念,其他稀有小金属",主要从事钼、钨及黄金等稀贵金属的开采、选冶、深加工、贸易、科研等。生产所需原辅材料、机械设备、仪器仪表、零配件的进口(上述进出口项目凭资格证书经营);住宿、饮食(限具有资格的分支机构经营)。,140.00%
601311.SH,"创投,一带一路,新能源车,燃料电池,汽车零部件,锂电池,湖北自贸","从事蓄电池的制造和销售,主要产品是用于汽车起动、电动道路车辆牵引、电动助力车动力用的铅酸蓄电池。",415.50%
601368.SH,"水务,节能环保,海绵城市",自来水生产供应及污水处理业务,0.10%
600606.SH,"独角兽,互联金融,白酒,长江三角,房地产开发,中超概念,租售同权,蚂蚁概念,雄安新区,装配建筑",住宅流通业务、住宅开发业务和住宅配套服务业务。,9.10%
688017.SH,"其他通用机械,医疗器械,半导体,次新股,新能源",精密传动装置的研发、设计、生产和销售,877.10%
002868.SZ,动物用药,兽药研发、生产和销售,-42.90%
300369.SZ,"网络安全,创业成份,智慧政务,创业板综,VPN,华为概念,云计算,国家安防,车联网,行业应用软件,工业互联,国产软件",信息安全产品的研发、生产、销售及提供专业安全服务。,25.30%
601330.SH,"垃圾分类,环保,深圳特区,节能环保,医废处理",垃圾焚烧发电业务,98.60%
002887.SZ,"雄安新区,碳交易,园林工程",生态环境建设工程。,34.60%
600618.SH,"长江三角,消毒剂,氯碱,化工原料",聚氯乙烯、烧碱、氯系列等基本化工原料及加工产品。,290.30%
600808.SH,"铁路基建,普钢,数据中心","马鞍山钢铁股份有限公司是一家主要从事钢铁产品的生产和销售的中国公司。该公司主要从事炼铁、炼钢、轧钢等业务。该公司的主要产品为钢材,大致可分为板材、长材和轮轴三大类。其中,板材主要包括薄板和中厚板。长材包括型钢和线棒材。轮轴主要包括火车轮、车轴及环件。该公司的产品销往中国国内和海外市场。",303.60%
600993.SH,"消毒剂,中药生产,中药",中西药制造。,37.00%
688310.SH,"医疗器械,口罩,注射器概念","公司专注于智能装备的研发、生产、销售和服务,公司的智能装备主要用以组装安全输注类和血液净化类医用耗材",134.20%
300463.SZ,"创业成份,病毒防治,体外诊断,基因测序,精准医疗,生物医药,创业板综",自产和代理诊断试剂和诊断仪器,298.40%
300760.SZ,"医疗器械,创业成份,独角兽,体外诊断,创业板综,深圳特区","主要从事医疗器械的研发、制造、营销及服务,始终以客户需求为导向,致力于为全球医疗机构提供优质产品和服务",35.30%
300751.SZ,"高送转,创业板综,HIT电池,太阳能",智能制造装备的设计、研发、生产与销售,90.00%
603990.SH,"辅助生殖,医疗美容,互联医疗,超清视频,华为概念,行业应用软件,国产软件",以临床医疗管理信息系统系列应用软件产品和临床信息化整体解决方案为核心业务,128.10%
002851.SZ,"国产芯片,充电桩,智能家居,新能源车,第三代半导体,工业4.0,深圳特区,碳化硅,其他电气设备",智能家电电控产品、工业电源和工业自动化产品的研发、生产、销售,59.10%
300319.SZ,"纾困概念,创业板综,深圳特区,华为概念,5G概念,OLED,显示器件,被动元件","研发、生产及销售片式功率电感、射频元器件等新型电子元器件和LCM显示屏模组器件,并为下游客户提供技术支持服务和元器件",336.80%
300341.SZ,"医疗器械,特高压,病毒防治,大数据,创业板综,互联医疗,电气仪表","主要从事输配电设备核心部件-环氧绝缘件的研发、生产和销售,光学显微镜、医疗相关业务。",230.60%
300945.SZ,"珠宝首饰,新零售,创业板综,黄金概念,次新股","曼卡龙是一家集珠宝首饰创意、销售、品牌管理为一体的珠宝首饰零售连锁企业,主营业务是珠宝首饰零售连锁销售业务。",266.10%
002351.SZ,"独角兽,无线耳机,口罩,深圳特区,消费电子设备,智能穿戴",主要从事多媒体音箱、耳机、汽车音响的研发、生产与销售业务。,67.40%
300413.SZ,"创业成份,独角兽,电商概念,网络媒体,创业板综,影视概念,盲盒经济,网红直播",芒果TV互联网视频、新媒体互动娱乐内容制作、媒体零售及其他,74.70%
000637.SZ,"壳资源,氢能源,石油加工",生产和销售聚丙烯、液化气、烃推进剂、新型液化气、润滑油、石油制成品、塑料产品等石油化工、精细化工、塑料加工等。,129.70%
002660.SZ,"区块链,充电桩,独角兽,LED,氮化镓,深圳特区,电子设备制造,智能机器,太阳能,OLED,新能源",开关电源的研发、生产及销售。,297.10%
600828.SH,"退税商店,成渝特区,地摊经济,百货","商业零售为主,并辅以部分物业租赁和酒店业务。",192.30%
300275.SZ,"智慧城市,股权激励,乡村振兴,物联网,创业板综,工业4.0,电子设备制造,UWB概念,节能环保,工业互联",煤矿安全生产监测监控设备及成套安全保障系统的研发、设计、生产和销售,2.40%
600873.SH,"病毒防治,生物疫苗,农产品加工","公司是一家国内一流、国际领先的专注于利用生物发酵技术进行研发、生产和销售食品味觉性状优化产品、动物营养氨基酸、人类医用氨基酸及胶体多糖类产品的生物科技公司,公司是国家农业产业化龙头企业,也是目前全球氨基酸行业的领军企业,公司产品横跨传统农业深加工、基础化工、饲料养殖、医疗保健、日用消费等行业。",78.60%
603321.SH,楼宇设备,主要从事电梯、自动扶梯、自动人行道及相关配套产品的研发设计、制造、销售、安装、改造和维保服务。,115.40%
600868.SH,"粤港自贸,水电",水力发电、教育业及其他业务,-206.40%
300766.SZ,"创业成份,字节概念,大数据,创业板综,百度概念,其他互联网服务,拼多多概念,快手概念",提供基于大数据的移动互联网综合服务,-28.40%
002269.SZ,"抖音小店,二胎概念,新零售,电商概念,服装,长江三角",美特斯邦威品牌系列休闲服的设计及销售。,28.60%
300861.SZ,"蓝宝石,创业板综,次新股,太阳能,非金属新材料,新材料",电镀金刚石线的研发、生产及销售,28.10%
300237.SZ,"乡村振兴,工业大麻,军工,创业板综,新能源车,生态农业,园林工程,节能环保",车用非轮胎橡胶配件及园林工程施工,-0.10%
000782.SZ,"壳资源,锦纶",锦纶6切片、纺丝、织造、染整。,132.90%
000333.SZ,"股权激励,物联网,智能家居,白色家电,工业4.0,智能机器,超级品牌,工业互联","以家电产业为主,涉足电机、物流等领域,旗下分为四大业务板块,分别为大家电、小家电、电机及物流",38.00%
688079.SH,"生物识别,半导体,增强现实,苹果概念,华为概念,次新股,光学元件,智能穿戴",从事各类光学光电子元器件的研发、制造和销售及提供光学光电子产品精密加工制造服务,-15.10%
688202.SH,"CRO,生物医药,养老金","公司是一家专业的生物医药临床前综合研发服务CRO,为全球的医药企业和科研机构提供全方位的符合国内及国际申报标准的一站式新药研发服务",186.20%
600107.SH,"壳资源,参股期货,服装,湖北自贸",服装、服饰和纺织品研发、设计、制造和销售;自营和代理各类商品和技术的进出口(不含国家限定和禁止类业务);房屋租赁;仓储(不含有毒、有害化学危险品);投资酒店业及政策允许的其他产业。,90.30%
002881.SZ,"股权激励,物联网,深圳特区,移动支付,eSIM,华为概念,5G概念,消费电子设备","1、无线通信模组及解决方案业务2、精密组件业务。无线通信模组及解决方案业务方面,公司专注于4GLTE、4GLTE-A、NB-IOT、CAT-M、5Gsub-6G、5G毫米波、WIFI6等无线通信模组、解决方案、智能终端的设计、研发和销售,同时为客户提供基于无线通信技术的产品开发服务。精密组件业务领域,主要是研发、生产和销售以智能手机为代表的各类通信终端产品的精密结构件和精密模具。",277.40%
000667.SZ,"生态农业,房地产开发,水产养殖,农业种植,装配建筑",投资、房地产业务,-34.20%
002621.SZ,"工业4.0,二胎概念,水利建设,幼儿教育",儿童早期教育服务、教育咨询、机械制造业务,298.00%
000723.SZ,"超级电容,新能源车,氢能源,燃料电池,焦炭,天然气,智能机器,石墨烯,节能环保","焦化厂、煤矿、煤层气的开发、投资,批发零售焦炭、金属材料、建材、日用杂品、劳保用品、煤炭、焦炭、煤矸石、金属镁、铁矿粉、生铁的加工与销售。",1280.60%
601828.SH,"新零售,股权激励,进口博览,专业市场",家居商场的经营、管理和专业咨询服务,101.50%
300439.SZ,"医疗器械,病毒防治,体外诊断,基因测序,生物医药,创业板综","体外诊断产品的研发、生产和销售,并提供第三方医学诊断服务。",1226.70%
600337.SH,"电商概念,智能家居,氢能源,2025规划,华为概念,人工智能,家具制造",中高端木制家具及配套产品的生产及销售。,123.80%
300611.SZ,"壳资源,汽车零部件,创业板综","专业从事高端弹簧产品的研发、生产和销售,主要产品悬架系统弹簧、动力系统弹簧、车身及内饰弹簧、通用弹簧及其他弹簧产品广泛运用于交通运输设备、机械、五金、仪器仪表、家用电器等主要市场。",733.80%
000010.SZ,"深圳特区,参股期货,园林工程","以市政隧道建设、园林绿化为核心业务,并涉及公路、环保、建筑工程施工、城市及道路照明、水利水电、河湖整治等其他专业性业务。业务范围包括PPP项目、EPC项目、投融建项目、施工总包及专业分包。业务内容涉及大型市政公用设施、文体全域旅游、特色小镇、田园综合体、大健康产业链、产业新城等",102.90%
000815.SZ,"造纸,大数据,数据中心,云计算,太阳能,新能源","主要从事文化用纸及彩色纸的生产与销售。文化用纸主要包括胶版纸、静电复印纸等,主要用于书刊、中小学教材、办公用纸等。彩色纸主要包括彩色文化纸和彩色包装纸,具体种类有彩色胶版纸、彩色复印纸、彩卡和珠光原纸等,主要用于办公用纸、印刷用纸、手工工艺和高档包装。",-6.40%
300586.SZ,"降解塑料,口罩,其他化学原料,创业板综,氢能源,燃料电池,消毒剂,农业种植,新材料,锂电池",色母粒和熔喷无纺布的研发、生产和销售,51.40%
002044.SZ,"区块链,健康中国,基因测序,大数据,精准医疗,医疗服务,长江三角","以健康体检服务为核心,并集健康咨询、健康评估、健康干预于一体。",34.90%
603538.SH,"化学原料药",特色原料药及医药中间体的研发、生产与销售,10.90%
300848.SZ,"高送转,降解塑料,其他橡胶制品,创业板综,次新股,化工原料,新材料",专注于TPU的研发、生产、销售和技术服务,83.60%
002699.SZ,"区块链,手游概念,字节概念,创投,二胎概念,增强现实,电商概念,百度概念,云游戏,影视概念,网红直播,网络游戏,动漫","公司主要从事动漫衍生品细分产品动漫服饰的开发、生产和销售,主要产品包括迪士尼形象动漫服饰、电影形象动漫服饰、传统节日动漫服饰以及装饰头巾等。",101.70%
603041.SH,聚氨酯,聚氨酯泡沫稳定剂的研发、生产和销售,15.50%
